"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
8.11639345834459,64.06935252761335,95.17543298446185,1.3812041571373816,189.30486908094173,210.36176717525768,3.8603754914421007,35.39188578637143,0.8915533449286245,1.0
7.194801938811434,95.09113473522862,417.2114955949841,2.0074223928592225,169.7355876459378,86.02033365710005,2.711539778635394,30.439587102022585,,1.0
7.919016702238419,53.304278672832716,,7.288912561528223,289.96689222911573,359.80163398863573,0.3078789950353267,11.186545936027192,7.855826870017312,0.0
7.779629421977487,60.26010760064621,5.914432785009637,2.586747418209947,1.9924882160944068,,0.17821592113093798,41.04430306627621,0.7304820679034614,1.0
6.538717455107697,416.3510633246547,1286.4340441361362,6.263611263591155,422.82143195466347,922.0171782687491,4.7247671872402766,118.02410455509116,0.909197538262051,0.0
7.8293792454093385,71.21300369948352,450.20755928846836,2.7470874444741678,235.17603945269127,344.513945814422,1.5329129278651066,28.656244501389523,0.22536118553984874,1.0
7.854305140008771,109.71378794236018,256.7497164137789,0.4295247613023867,206.29638684377315,160.10999998496496,1.3663246585685793,,0.25928299517139186,1.0
6.878712679829674,89.8477685208962,36.84556912671039,0.6067667936223766,83.89991004123459,417.0074050225424,2.74152782347509,63.01872414253137,0.6191319370757287,1.0
5.297384036817878,355.46670109691104,83.07657664204477,9.268239048875643,428.3700113758657,103.56712457343116,3.1642358365811085,41.837893635632994,5.977915647799762,0.0
6.679001028328187,82.93827797748841,436.69132672809843,0.8673260135024625,188.5896270931205,243.29839233983097,1.069897549245233,5.5303417019339385,0.8943678206015078,1.0
7.598965153391047,66.73133151796026,371.231071176858,2.7758009346853485,243.10673541800892,468.0034834388336,2.1103712759098934,63.26584783321323,0.8014280779273331,1.0
8.107209925538955,74.46856217035139,159.5705843989823,3.082355810201414,212.6417533227067,312.9507534893708,2.1980389883236198,,0.8960543475605416,1.0
7.162046763203939,81.32863165345614,94.16826863781569,0.07624932594824863,133.80181755261802,470.01007758121966,0.635083374198103,64.16315364896066,0.037671369514949204,1.0
6.237179976381892,195.90580651227552,251.5196303119524,5.389248358363038,234.5412504251007,784.0470918536585,8.66586618090102,45.56216555930937,2.7647282069930146,0.0
8.2450024851555,96.48362863025028,0.5153207989689323,0.7152049505066667,230.55022553832632,300.5702818910336,0.6837932256088277,68.8664614807811,,1.0
5.917287307898485,288.9486627052454,1496.9601943889081,5.672830442662945,94.51591143380661,820.7142140289794,1.119268357740878,118.94261083535143,4.104013333196277,0.0
8.009017070635224,61.50955072932823,90.49644987774592,3.6696044015582974,154.38839265062938,293.6123193913883,3.715444930479284,12.84438089397546,0.4320446038229845,1.0
5.728343799859398,28.2752437430836,1006.892627774258,3.781080001302355,231.28593123294638,1103.5122486400176,3.7277905972909284,84.24184271562521,1.4102992629728994,0.0
7.541976745206699,65.31695494488935,116.35285999481043,2.1411617161954113,,490.63973039328056,3.6867728973218483,53.960467899022305,0.4608301080072845,1.0
5.809957398637016,486.6151917293254,1126.333846434813,,145.2027611285135,1099.305819429878,9.729828150046407,43.71139763062069,1.494013475979128,0.0
7.816015270220323,5.588444706956297,1186.8853231175365,6.460984558243464,,1219.8963839901453,,108.95873717655564,2.431177944742643,1.0
8.009246459516666,95.36739666434316,73.2784195693994,1.5994517601642495,56.12902278841206,176.82999856689662,,1.056073468096974,,1.0
8.94630714640699,28.38544299143647,,3.4209921537490686,245.86780272771057,,,70.16230093688786,6.039441951451572,0.0
8.441526863671875,102.33400143707928,424.68869459555975,2.6462766169967042,144.14326359179756,101.93411419430966,0.8893784266763327,22.103049606540495,0.7286263084305007,1.0
8.287976127736528,70.4026175414853,156.88221571256355,0.1435691313515428,204.6993270718528,91.18048908478406,3.8270837711518597,64.9808889196933,0.08390494603762177,1.0
5.555189293472779,34.61575750043722,1497.0965262085847,7.583533361807628,449.1107949111813,94.38786565495141,8.523178039709519,,1.8426401336222897,0.0
7.449985587381053,82.62615806315429,292.57167109481287,3.757548219518389,125.15647282343367,462.56063182231225,0.32341570039772005,47.99099970055887,0.6869743600962083,1.0
,161.42475867718227,132.53471523615278,4.339939624724309,335.3813219971436,548.4044439990012,2.6114012300024294,66.9365143752093,0.9269816567430034,0.0
6.842541223805694,98.83457545144012,494.1640858887726,1.4812489675266796,227.92716658816363,330.260649213795,1.3324169462879878,57.812247229082104,0.5958211402252602,1.0
6.10362467268739,459.6824127422355,938.9376007835431,2.071432011959482,382.1083337619212,510.2060365606147,4.416165016365257,38.51210843213024,8.904573961696947,0.0
8.162588159316865,109.91868134031682,122.10032531316656,2.969935597635394,131.71448452512715,83.77482600139867,0.5262214387332214,48.918401807210586,0.3206798418126785,1.0
8.962227534945628,335.6856243500019,829.8260944443883,2.2356629245291137,133.09268304329296,657.4352326369824,7.965648851134063,91.13230415094985,2.948863085650666,0.0
6.855762192750304,78.71394212020415,235.33109980802385,0.5759910173295428,98.09692213624,136.31040269312044,0.4318072576028511,18.424694411573334,2.392736760968718,1.0
7.484088583076924,103.4674458954335,132.6025257762844,1.8549566044719699,173.29176242998622,392.6108512634393,2.78907714624564,32.42609424211649,0.4205000657482515,1.0
8.357225664270835,99.29701404387158,83.15653067588651,2.325926120002595,216.35575141264786,58.864735577839056,,12.128030818951965,0.4875122825978344,1.0
8.244826647332575,119.57277120448657,428.0385315625215,1.9949136338568705,186.68251177697272,317.1245846740508,2.6091060506631636,29.61296025814103,0.7199085503636028,1.0
8.321936549827843,,6.529987715471863,1.7287819666864364,178.78737641321206,151.43715291321706,2.0540235816986034,62.225538041329536,0.6806047203113826,1.0
8.456438932820921,,527.857570664138,9.282001644373011,309.47396872991794,947.273890598494,6.8414340024139495,,5.3775849630213735,0.0
8.31157336533639,80.72386783586634,237.88717983413582,1.1975529441093813,21.61918209888261,368.51904507938724,1.7985035910055878,37.97621651189224,0.8756489882543722,1.0
7.678587432563612,108.31384486090337,360.6528660511975,1.8885982846300902,121.74024980734039,125.24422456012603,1.3408480797303368,50.7441058123037,0.5742127457388164,1.0
24.349242495820057,145.78944814154622,1481.66506309967,6.687863381115003,69.10350980883528,1307.4438670917489,1.6678833942855076,141.74830629173837,5.405054283206057,0.0
7.958653392146122,112.61002249906136,,,172.45315516796393,248.13910083549578,3.734775370149366,48.405195516253556,0.3687985353730303,0.0
6.1060071912287475,,,9.085213570956602,53.58536724906454,1193.7125154829516,0.08034933222605734,10.313317680269824,5.980369099818841,0.0
8.38952679147464,79.95623947227824,369.9476353021707,1.9422805230426299,141.98513586035733,418.4892115658243,0.5839483160559018,62.201521465005236,0.9042910973580851,1.0
8.150552757458268,297.50689284211984,93.3138864419522,2.5171314574005343,456.967197084876,1961.9766785413292,8.994072941577203,87.06533607141513,3.4479847358447624,0.0
7.504528432502365,95.3985861214091,424.0045117748912,3.398979711694175,169.51539309643218,419.3036975767904,1.4582810297562316,40.52824908905497,0.19051350634229147,1.0
7.635474931453908,68.37377809140857,237.54485385557544,2.8616846362495925,33.72205016360746,424.79952286982274,2.0423129082235443,,0.13518312749090144,1.0
6.434523868599021,163.4686479902371,60.26698622109322,,143.428435964862,824.3051787007564,7.40022466333555,40.61452515934654,8.66995002763181,0.0
7.117442586303983,110.0062320922361,290.10864595566676,1.5168893733965656,5.551753469873299,143.62297107100719,2.7098841722552045,36.600824322975285,0.4194664501512798,1.0
7.368170631379582,75.88224468058984,49.44137965373729,2.686148142855584,9.84636017971441,336.1490619840703,,48.43536474636427,,1.0
7.621087639424228,156.03125448681558,721.1868943444812,3.340639973962242,280.5793224859687,1398.958392123802,0.25055836307028234,59.95039558589272,5.49708482223084,0.0
7.066987917739867,95.0280558880392,23.985230618849773,0.42253853674099995,129.0520409430259,227.57735319025733,1.0466440643673707,23.996372459339366,0.44134153941093845,1.0
5.482825824431423,382.31300441052474,431.30090663633564,6.2135974671959975,79.63112096426988,761.6489809921669,1.669828934997184,31.115017103184538,6.241448416866186,0.0
6.080937306869578,492.7010667334618,898.4646667869162,9.925720253383554,336.51982908062814,281.71247325047295,1.6528808912928283,,2.5859180103997295,0.0
7.291556275031941,151.0566843486944,578.0127122657769,7.622465363624952,272.7708439991934,671.5828440115624,5.364324798106698,143.4263962173136,3.3878770704225722,0.0
7.597428346282292,105.075986688125,438.9972359646527,3.7514343604951255,71.57854696379765,279.0681582413499,1.1758967653793775,,0.25971814252114334,1.0
7.77736415580019,100.2048072511254,28.320239758819532,2.1365789008814042,188.37828852775536,193.27597688212907,2.68505857260455,39.303076811412524,0.6838755467068105,1.0
23.770668231032168,342.72195513395656,409.63010156330466,9.901458839027299,495.21663585718767,215.48297314610727,8.47140172403534,102.212721873827,7.79027197387701,0.0
5.600738658184056,352.47733493831487,1468.714889179307,7.890839187289879,384.5401427662841,1207.8625172272853,7.26919818017644,94.10522486880959,1.44241732625913,0.0
7.689030846612665,100.4062105996696,192.0131822482054,1.3682808185997533,64.04469908297992,385.8531489049696,1.0442646293458195,39.43583483231716,0.16531308449225213,1.0
7.247306713703088,72.07004082819795,265.90654346075826,2.4145810484912764,35.77489766515665,,2.08383144091544,35.76599330122296,0.24338954957274517,1.0
8.149395957649794,77.95814606266285,240.56857780478657,3.403070534767714,95.3633593096934,363.7754492669634,1.11420612155076,32.03898988272732,0.8899504358498661,1.0
6.624095224282878,85.4178863075577,83.19438212279262,0.1442494873690876,32.83893430768861,263.97961315115015,2.466581944087187,14.609414773599108,0.5328266244614966,1.0
6.631605754407161,130.1673474088176,226.83883956758078,9.708114343397318,100.72942969470994,1684.4749268752146,0.6967450915508755,102.04172195665386,7.850785540733286,1.0
8.24403946521018,349.907437777433,1395.3945444315816,0.16779165358517645,10.619072245820094,977.8824843808184,0.4302571893069518,119.80410999012906,2.7868145300331495,0.0
