ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.178840183765374,63.00891208040252,331.7459054418604,1.423272453872546,13.449049326596823,355.68586386411744,1.4348505839822785,55.50119207258811,0.28864709581295755,1.0
8.054510024303788,69.56940312215298,132.74311454456665,0.7044268887776326,70.5686903034001,486.1554509274315,3.8523327552634448,23.81943835361995,0.2984767675693515,1.0
6.230951139837389,386.44676992366425,1372.2415615224024,5.668664973396379,102.5590858759724,321.9356203996118,0.3406181643261197,91.77688942740402,9.604787982068952,0.0
8.517599148008275,475.80802338772065,135.36602037601318,4.40886269360064,122.67706822465946,835.5069485805742,5.63782897232053,30.50062673490523,2.514919651116835,0.0
7.168848641497978,79.4800894629686,278.8974955616584,0.5170493033835735,54.93675217980956,376.50026128180053,0.8771329068577085,38.1263504614125,0.6635985101599814,1.0
7.490680999998923,65.32284965469734,387.15582587753636,0.5062363142445139,211.2802908723793,288.8501166740393,0.6470613925369029,64.98833448737103,0.7990216881715166,1.0
6.514815966692552,75.4960990229255,451.58463251770996,1.814078649719177,37.790293880992394,55.67456869939303,1.9765689172652547,41.97998683968264,0.13191721038189075,1.0
8.18847528873619,273.80525544874604,1202.4881975011644,6.3684481142507146,422.87858593106415,808.5290187113674,4.347086977803216,66.84990530405706,7.412270647814413,0.0
7.766312020641734,61.09594670948525,274.11726614227155,3.0188572135375153,194.73528680010037,187.42525038383454,3.0054605338698983,36.31798835479905,0.40044496863403056,1.0
5.258068064149163,279.90221610218464,34.57432407173333,2.4849827799557267,11.517747008989776,1439.7206240835349,9.59941411644399,56.63730566028735,3.3912857846102193,0.0
7.184511307984188,84.8621313690263,486.12117400778965,0.7282458467631217,194.17507862464245,203.98126452874004,3.8264507395332648,59.242085089037786,0.8800466059986175,1.0
7.822662157669271,99.2552071140269,287.8061710790787,3.0525489566543293,227.20381857846732,96.53784804782867,1.110832718932266,19.135669625978835,0.7997319746065353,1.0
5.099839046061675,363.1557461089333,991.5061689087985,0.6362257826985951,232.81456172953546,1276.281768967167,9.790921588624919,38.061249167438795,4.825872785427766,0.0
6.553770495524807,70.60041417943827,427.6420272119761,3.106496561315567,111.53664968269706,463.260217706265,0.4838148020204551,12.618469239949555,0.020531555618603647,1.0
6.425782212082199,229.32111215872274,860.5846073268743,4.953296723386792,19.932816554914858,1851.9964664836816,6.100286099532629,47.81229488600481,5.714079377909221,0.0
6.79719169440504,403.40352697876114,1380.7200825000382,9.801290345971893,282.02713914964727,436.113717353616,3.129976984931251,38.00667694986353,2.146976627799726,0.0
8.388074948315346,89.15899769262313,55.93279287123293,0.38774739000120295,163.52192668887596,75.03641060004212,0.05683481258132428,15.088955964599178,0.4660282155149129,1.0
8.002638981474256,477.4821102774508,683.7452950448885,6.781237234978005,200.89930540107804,1976.0124906892631,5.969734720214364,72.57353627966339,6.074074773955074,0.0
5.454701786630231,326.493936599001,577.2799053629803,7.009803584346931,137.11665850704406,1665.0133966289402,3.6965167815717583,33.12341757430365,5.555070184747166,0.0
6.6666307431205265,94.45675248723995,230.9833128833181,9.383789114617475,48.001653021648934,1235.9427667620544,1.169711570488684,66.3793267971309,7.923620346790887,0.0
8.103974646727398,105.85830887119253,223.99544090887514,0.5298527709997702,18.864628828098695,62.708405791674934,2.9868401112886502,20.52480867177641,0.11708286712463678,1.0
7.000777686940648,81.10082517900724,219.90710105717582,3.532134883890199,107.7285237709495,136.3125876001904,0.0729114356417333,38.844910930649874,0.10289846466255403,1.0
5.304286144515992,184.31103502912725,670.8502182851817,8.782957248085614,370.5647672206048,1472.68841900386,2.5208498657524347,60.13796257253566,8.789017295261722,0.0
7.307806608033314,111.42816175594444,481.4679253698245,3.5011170240826637,170.56624125126848,330.19094340948004,3.8353005938988707,40.01239003990622,0.9516666813694067,1.0
7.352805268703927,111.14466000752428,70.50071095926569,1.3831352203599852,145.0939325962464,443.3559352465191,2.514284624614247,64.21174722578539,0.8195895993090913,1.0
